=== Bayesian Optimization for Nonlinear Factor Graph Tracking ===
Loaded 500 nonlinear trajectories
dt_vec size: 199, first 10: 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
Max consecutive dt ratio: 1
=== Nonlinear BayesOpt Tracking Test ===
  Turn rate: 0.1 rad/s
  Consistency method: nis4
  Process noise bounds: [0.001, 2]
- 20:28:53.193192 INFO: Query: [2](1.32861,1.48404)
- 20:28:53.193199 INFO: Query outcome: 0.259077
- 20:28:53.193202 INFO: Best query: [2](0.253007,2.10765)
- 20:28:53.193207 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 223
[BayesOpt Nonlinear] Parameters: V0=0.430413, R=1.9089, Metric=0.170175, Time=1830ms
- 20:28:55.032578 INFO: Iteration: 120 of 500 | Total samples: 220
- 20:28:55.032595 INFO: Query: [2](0.430413,1.9089)
- 20:28:55.032613 INFO: Query outcome: 0.170175
- 20:28:55.032617 INFO: Best query: [2](0.253007,2.10765)
- 20:28:55.032621 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 224
[BayesOpt Nonlinear] Parameters: V0=0.316818, R=1.9225, Metric=0.139259, Time=1737ms
- 20:28:56.779307 INFO: Iteration: 121 of 500 | Total samples: 221
- 20:28:56.779319 INFO: Query: [2](0.316818,1.9225)
- 20:28:56.779324 INFO: Query outcome: 0.139259
- 20:28:56.779326 INFO: Best query: [2](0.253007,2.10765)
- 20:28:56.779329 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 225
[BayesOpt Nonlinear] Parameters: V0=0.244057, R=2.08271, Metric=0.122708, Time=1762ms
- 20:28:58.549376 INFO: Iteration: 122 of 500 | Total samples: 222
- 20:28:58.549391 INFO: Query: [2](0.244057,2.08271)
- 20:28:58.549397 INFO: Query outcome: 0.122708
- 20:28:58.549399 INFO: Best query: [2](0.253007,2.10765)
- 20:28:58.549402 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 226
[BayesOpt Nonlinear] Parameters: V0=0.351109, R=1.90835, Metric=0.130905, Time=1751ms
- 20:29:00.309739 INFO: Iteration: 123 of 500 | Total samples: 223
- 20:29:00.309756 INFO: Query: [2](0.351109,1.90835)
- 20:29:00.309762 INFO: Query outcome: 0.130905
- 20:29:00.309764 INFO: Best query: [2](0.253007,2.10765)
- 20:29:00.309767 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 227
[BayesOpt Nonlinear] Parameters: V0=0.24935, R=2.1335, Metric=0.104473, Time=1637ms
- 20:29:01.954652 INFO: Iteration: 124 of 500 | Total samples: 224
- 20:29:01.954670 INFO: Query: [2](0.24935,2.1335)
- 20:29:01.954675 INFO: Query outcome: 0.104473
- 20:29:01.954678 INFO: Best query: [2](0.24935,2.1335)
- 20:29:01.954681 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 228
[BayesOpt Nonlinear] Parameters: V0=0.175736, R=2.28408, Metric=0.153027, Time=1866ms
- 20:29:03.831037 INFO: Iteration: 125 of 500 | Total samples: 225
- 20:29:03.831063 INFO: Query: [2](0.175736,2.28408)
- 20:29:03.831069 INFO: Query outcome: 0.153027
- 20:29:03.831071 INFO: Best query: [2](0.24935,2.1335)
- 20:29:03.831074 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 229
[BayesOpt Nonlinear] Parameters: V0=0.20917, R=2.19888, Metric=0.121837, Time=1679ms
- 20:29:05.518519 INFO: Iteration: 126 of 500 | Total samples: 226
- 20:29:05.518531 INFO: Query: [2](0.20917,2.19888)
- 20:29:05.518537 INFO: Query outcome: 0.121837
- 20:29:05.518539 INFO: Best query: [2](0.24935,2.1335)
- 20:29:05.518542 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 230
[BayesOpt Nonlinear] Parameters: V0=0.227935, R=2.13787, Metric=0.119157, Time=1708ms
- 20:29:07.235727 INFO: Iteration: 127 of 500 | Total samples: 227
- 20:29:07.235737 INFO: Query: [2](0.227935,2.13787)
- 20:29:07.235742 INFO: Query outcome: 0.119157
- 20:29:07.235744 INFO: Best query: [2](0.24935,2.1335)
- 20:29:07.235747 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 231
[BayesOpt Nonlinear] Parameters: V0=0.273812, R=2.0829, Metric=0.11289, Time=1764ms
- 20:29:09.008970 INFO: Iteration: 128 of 500 | Total samples: 228
- 20:29:09.008992 INFO: Query: [2](0.273812,2.0829)
- 20:29:09.008997 INFO: Query outcome: 0.11289
- 20:29:09.009000 INFO: Best query: [2](0.24935,2.1335)
- 20:29:09.009002 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 232
[BayesOpt Nonlinear] Parameters: V0=0.252562, R=2.12715, Metric=0.106622, Time=1732ms
- 20:29:10.750368 INFO: Iteration: 129 of 500 | Total samples: 229
- 20:29:10.750379 INFO: Query: [2](0.252562,2.12715)
- 20:29:10.750384 INFO: Query outcome: 0.106622
- 20:29:10.750386 INFO: Best query: [2](0.24935,2.1335)
- 20:29:10.750389 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 233
[BayesOpt Nonlinear] Parameters: V0=1.85335, R=2.10768, Metric=1.1435, Time=1882ms
- 20:29:12.642975 INFO: Iteration: 130 of 500 | Total samples: 230
- 20:29:12.642986 INFO: Query: [2](1.85335,2.10768)
- 20:29:12.642992 INFO: Query outcome: 1.1435
- 20:29:12.642994 INFO: Best query: [2](0.24935,2.1335)
- 20:29:12.642997 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 234
[BayesOpt Nonlinear] Parameters: V0=0.803799, R=1.68624, Metric=0.171386, Time=1957ms
- 20:29:14.610044 INFO: Iteration: 131 of 500 | Total samples: 231
- 20:29:14.610059 INFO: Query: [2](0.803799,1.68624)
- 20:29:14.610065 INFO: Query outcome: 0.171386
- 20:29:14.610067 INFO: Best query: [2](0.24935,2.1335)
- 20:29:14.610071 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 235
[BayesOpt Nonlinear] Parameters: V0=1.64092, R=1.42719, Metric=0.281383, Time=2251ms
- 20:29:16.873260 INFO: Iteration: 132 of 500 | Total samples: 232
- 20:29:16.873274 INFO: Query: [2](1.64092,1.42719)
- 20:29:16.873280 INFO: Query outcome: 0.281383
- 20:29:16.873282 INFO: Best query: [2](0.24935,2.1335)
- 20:29:16.873286 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 236
[BayesOpt Nonlinear] Parameters: V0=0.279151, R=2.03299, Metric=0.114202, Time=1696ms
- 20:29:18.580425 INFO: Iteration: 133 of 500 | Total samples: 233
- 20:29:18.580440 INFO: Query: [2](0.279151,2.03299)
- 20:29:18.580445 INFO: Query outcome: 0.114202
- 20:29:18.580447 INFO: Best query: [2](0.24935,2.1335)
- 20:29:18.580450 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 237
[BayesOpt Nonlinear] Parameters: V0=0.252395, R=2.06863, Metric=0.120582, Time=1761ms
- 20:29:20.351697 INFO: Iteration: 134 of 500 | Total samples: 234
- 20:29:20.351707 INFO: Query: [2](0.252395,2.06863)
- 20:29:20.351712 INFO: Query outcome: 0.120582
- 20:29:20.351714 INFO: Best query: [2](0.24935,2.1335)
- 20:29:20.351717 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 238
[BayesOpt Nonlinear] Parameters: V0=0.394709, R=1.86212, Metric=0.137779, Time=1737ms
- 20:29:22.096700 INFO: Iteration: 135 of 500 | Total samples: 235
- 20:29:22.096711 INFO: Query: [2](0.394709,1.86212)
- 20:29:22.096716 INFO: Query outcome: 0.137779
- 20:29:22.096718 INFO: Best query: [2](0.24935,2.1335)
- 20:29:22.096721 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 239
[BayesOpt Nonlinear] Parameters: V0=0.262768, R=2.12372, Metric=0.130303, Time=1736ms
- 20:29:23.841738 INFO: Iteration: 136 of 500 | Total samples: 236
- 20:29:23.841756 INFO: Query: [2](0.262768,2.12372)
- 20:29:23.841766 INFO: Query outcome: 0.130303
- 20:29:23.841769 INFO: Best query: [2](0.24935,2.1335)
- 20:29:23.841776 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 240
[BayesOpt Nonlinear] Parameters: V0=0.297372, R=1.97166, Metric=0.128167, Time=1726ms
- 20:29:25.578822 INFO: Iteration: 137 of 500 | Total samples: 237
- 20:29:25.578838 INFO: Query: [2](0.297372,1.97166)
- 20:29:25.578845 INFO: Query outcome: 0.128167
- 20:29:25.578848 INFO: Best query: [2](0.24935,2.1335)
- 20:29:25.578852 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 241
[BayesOpt Nonlinear] Parameters: V0=0.225058, R=2.16769, Metric=0.112118, Time=1845ms
- 20:29:27.433094 INFO: Iteration: 138 of 500 | Total samples: 238
- 20:29:27.433121 INFO: Query: [2](0.225058,2.16769)
- 20:29:27.433131 INFO: Query outcome: 0.112118
- 20:29:27.433133 INFO: Best query: [2](0.24935,2.1335)
- 20:29:27.433137 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 242
[BayesOpt Nonlinear] Parameters: V0=0.330846, R=1.89096, Metric=0.147007, Time=1751ms
- 20:29:29.193022 INFO: Iteration: 139 of 500 | Total samples: 239
- 20:29:29.193039 INFO: Query: [2](0.330846,1.89096)
- 20:29:29.193047 INFO: Query outcome: 0.147007
- 20:29:29.193049 INFO: Best query: [2](0.24935,2.1335)
- 20:29:29.193054 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 243
[BayesOpt Nonlinear] Parameters: V0=0.242972, R=2.07218, Metric=0.127638, Time=1828ms
- 20:29:31.032881 INFO: Iteration: 140 of 500 | Total samples: 240
- 20:29:31.032896 INFO: Query: [2](0.242972,2.07218)
- 20:29:31.032902 INFO: Query outcome: 0.127638
- 20:29:31.032904 INFO: Best query: [2](0.24935,2.1335)
- 20:29:31.032907 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 244
[BayesOpt Nonlinear] Parameters: V0=0.484248, R=1.97878, Metric=0.321337, Time=1974ms
- 20:29:33.017020 INFO: Iteration: 141 of 500 | Total samples: 241
- 20:29:33.017033 INFO: Query: [2](0.484248,1.97878)
- 20:29:33.017041 INFO: Query outcome: 0.321337
- 20:29:33.017044 INFO: Best query: [2](0.24935,2.1335)
- 20:29:33.017049 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 245
[BayesOpt Nonlinear] Parameters: V0=0.277493, R=2.02864, Metric=0.117062, Time=1752ms
- 20:29:34.779449 INFO: Iteration: 142 of 500 | Total samples: 242
- 20:29:34.779508 INFO: Query: [2](0.277493,2.02864)
- 20:29:34.779532 INFO: Query outcome: 0.117062
- 20:29:34.779550 INFO: Best query: [2](0.24935,2.1335)
- 20:29:34.779568 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 246
[BayesOpt Nonlinear] Parameters: V0=0.240594, R=2.15939, Metric=0.106503, Time=1686ms
- 20:29:36.477044 INFO: Iteration: 143 of 500 | Total samples: 243
- 20:29:36.477059 INFO: Query: [2](0.240594,2.15939)
- 20:29:36.477064 INFO: Query outcome: 0.106503
- 20:29:36.477066 INFO: Best query: [2](0.24935,2.1335)
- 20:29:36.477070 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 247
[BayesOpt Nonlinear] Parameters: V0=0.15051, R=2.5436, Metric=0.155946, Time=1766ms
- 20:29:38.254583 INFO: Iteration: 144 of 500 | Total samples: 244
- 20:29:38.254594 INFO: Query: [2](0.15051,2.5436)
- 20:29:38.254602 INFO: Query outcome: 0.155946
- 20:29:38.254605 INFO: Best query: [2](0.24935,2.1335)
- 20:29:38.254610 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 248
[BayesOpt Nonlinear] Parameters: V0=0.172885, R=2.53195, Metric=0.173771, Time=1738ms
- 20:29:40.002977 INFO: Iteration: 145 of 500 | Total samples: 245
- 20:29:40.002988 INFO: Query: [2](0.172885,2.53195)
- 20:29:40.002993 INFO: Query outcome: 0.173771
- 20:29:40.002995 INFO: Best query: [2](0.24935,2.1335)
- 20:29:40.002998 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 249
[BayesOpt Nonlinear] Parameters: V0=0.174349, R=2.35965, Metric=0.135623, Time=1726ms
- 20:29:41.740297 INFO: Iteration: 146 of 500 | Total samples: 246
- 20:29:41.740316 INFO: Query: [2](0.174349,2.35965)
- 20:29:41.740322 INFO: Query outcome: 0.135623
- 20:29:41.740323 INFO: Best query: [2](0.24935,2.1335)
- 20:29:41.740326 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 250
[BayesOpt Nonlinear] Parameters: V0=0.202687, R=2.26271, Metric=0.111173, Time=1738ms
- 20:29:43.488491 INFO: Iteration: 147 of 500 | Total samples: 247
- 20:29:43.488503 INFO: Query: [2](0.202687,2.26271)
- 20:29:43.488508 INFO: Query outcome: 0.111173
- 20:29:43.488510 INFO: Best query: [2](0.24935,2.1335)
- 20:29:43.488513 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 251
[BayesOpt Nonlinear] Parameters: V0=0.151611, R=2.38984, Metric=0.186081, Time=1675ms
- 20:29:45.178224 INFO: Iteration: 148 of 500 | Total samples: 248
- 20:29:45.178235 INFO: Query: [2](0.151611,2.38984)
- 20:29:45.178240 INFO: Query outcome: 0.186081
- 20:29:45.178242 INFO: Best query: [2](0.24935,2.1335)
- 20:29:45.178245 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 252
[BayesOpt Nonlinear] Parameters: V0=0.200927, R=2.17355, Metric=0.141819, Time=1792ms
- 20:29:46.986078 INFO: Iteration: 149 of 500 | Total samples: 249
- 20:29:46.986088 INFO: Query: [2](0.200927,2.17355)
- 20:29:46.986094 INFO: Query outcome: 0.141819
- 20:29:46.986095 INFO: Best query: [2](0.24935,2.1335)
- 20:29:46.986098 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 253
[BayesOpt Nonlinear] Parameters: V0=0.222056, R=2.18927, Metric=0.108377, Time=1703ms
- 20:29:48.923119 INFO: Iteration: 150 of 500 | Total samples: 250
- 20:29:48.923141 INFO: Query: [2](0.222056,2.18927)
- 20:29:48.923152 INFO: Query outcome: 0.108377
- 20:29:48.923154 INFO: Best query: [2](0.24935,2.1335)
- 20:29:48.923157 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 254
[BayesOpt Nonlinear] Parameters: V0=0.232471, R=2.16086, Metric=0.106196, Time=1797ms
- 20:29:50.730943 INFO: Iteration: 151 of 500 | Total samples: 251
- 20:29:50.730958 INFO: Query: [2](0.232471,2.16086)
- 20:29:50.730965 INFO: Query outcome: 0.106196
- 20:29:50.730968 INFO: Best query: [2](0.24935,2.1335)
- 20:29:50.730973 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 255
[BayesOpt Nonlinear] Parameters: V0=0.244254, R=2.14773, Metric=0.105024, Time=1772ms
- 20:29:52.516796 INFO: Iteration: 152 of 500 | Total samples: 252
- 20:29:52.516812 INFO: Query: [2](0.244254,2.14773)
- 20:29:52.516820 INFO: Query outcome: 0.105024
- 20:29:52.516822 INFO: Best query: [2](0.24935,2.1335)
- 20:29:52.516826 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 256
[BayesOpt Nonlinear] Parameters: V0=0.219838, R=2.19297, Metric=0.10985, Time=1771ms
- 20:29:54.299960 INFO: Forced random query!
[BayesOpt Nonlinear] Iteration: 257
[BayesOpt Nonlinear] Parameters: V0=0.543159, R=3.46654, Metric=1.75278, Time=1797ms
- 20:29:56.097309 INFO: Iteration: 153 of 500 | Total samples: 253
- 20:29:56.097322 INFO: Query: [2](0.543159,3.46654)
- 20:29:56.097329 INFO: Query outcome: 1.75278
- 20:29:56.097331 INFO: Best query: [2](0.24935,2.1335)
- 20:29:56.097334 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 258
[BayesOpt Nonlinear] Parameters: V0=0.215228, R=2.22509, Metric=0.105214, Time=1655ms
- 20:29:57.766700 INFO: Iteration: 154 of 500 | Total samples: 254
- 20:29:57.766737 INFO: Query: [2](0.215228,2.22509)
- 20:29:57.766745 INFO: Query outcome: 0.105214
- 20:29:57.766747 INFO: Best query: [2](0.24935,2.1335)
- 20:29:57.766750 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 259
[BayesOpt Nonlinear] Parameters: V0=0.225445, R=2.15959, Metric=0.114443, Time=1761ms
- 20:29:59.538124 INFO: Iteration: 155 of 500 | Total samples: 255
- 20:29:59.538136 INFO: Query: [2](0.225445,2.15959)
- 20:29:59.538143 INFO: Query outcome: 0.114443
- 20:29:59.538146 INFO: Best query: [2](0.24935,2.1335)
- 20:29:59.538151 INFO: Best outcome: 0.104473
[BayesOpt Nonlinear] Iteration: 260
[BayesOpt Nonlinear] Parameters: V0=0.243081, R=2.14853, Metric=0.102423, Time=1711ms
- 20:30:01.262969 INFO: Iteration: 156 of 500 | Total samples: 256
- 20:30:01.262979 INFO: Query: [2](0.243081,2.14853)
- 20:30:01.262983 INFO: Query outcome: 0.102423
- 20:30:01.262985 INFO: Best query: [2](0.243081,2.14853)
- 20:30:01.262988 INFO: Best outcome: 0.102423
[BayesOpt Nonlinear] Iteration: 261
[BayesOpt Nonlinear] Parameters: V0=0.228605, R=2.11746, Metric=0.125607, Time=1810ms
- 20:30:03.118734 INFO: Iteration: 157 of 500 | Total samples: 257
- 20:30:03.118755 INFO: Query: [2](0.228605,2.11746)
- 20:30:03.118760 INFO: Query outcome: 0.125607
- 20:30:03.118762 INFO: Best query: [2](0.243081,2.14853)
- 20:30:03.118765 INFO: Best outcome: 0.102423
[BayesOpt Nonlinear] Iteration: 262
[BayesOpt Nonlinear] Parameters: V0=0.253713, R=2.14581, Metric=0.129893, Time=1709ms
- 20:30:04.838540 INFO: Iteration: 158 of 500 | Total samples: 258
- 20:30:04.838553 INFO: Query: [2](0.253713,2.14581)
- 20:30:04.838559 INFO: Query outcome: 0.129893
- 20:30:04.838561 INFO: Best query: [2](0.243081,2.14853)
- 20:30:04.838564 INFO: Best outcome: 0.102423
[BayesOpt Nonlinear] Iteration: 263
[BayesOpt Nonlinear] Parameters: V0=0.203049, R=2.31581, Metric=0.130461, Time=1766ms
- 20:30:06.617239 INFO: Iteration: 159 of 500 | Total samples: 259
- 20:30:06.617252 INFO: Query: [2](0.203049,2.31581)
- 20:30:06.617260 INFO: Query outcome: 0.130461
- 20:30:06.617263 INFO: Best query: [2](0.243081,2.14853)
- 20:30:06.617268 INFO: Best outcome: 0.102423
[BayesOpt Nonlinear] Iteration: 264
[BayesOpt Nonlinear] Parameters: V0=0.213917, R=2.217, Metric=0.109558, Time=1878ms
- 20:30:08.508192 INFO: Iteration: 160 of 500 | Total samples: 260
- 20:30:08.508227 INFO: Query: [2](0.213917,2.217)
- 20:30:08.508237 INFO: Query outcome: 0.109558
- 20:30:08.508239 INFO: Best query: [2](0.243081,2.14853)
- 20:30:08.508243 INFO: Best outcome: 0.102423
[BayesOpt Nonlinear] Iteration: 265
[BayesOpt Nonlinear] Parameters: V0=0.281166, R=2.01863, Metric=0.118637, Time=1726ms
- 20:30:10.245488 INFO: Iteration: 161 of 500 | Total samples: 261
- 20:30:10.245498 INFO: Query: [2](0.281166,2.01863)
- 20:30:10.245503 INFO: Query outcome: 0.118637
- 20:30:10.245505 INFO: Best query: [2](0.243081,2.14853)
- 20:30:10.245508 INFO: Best outcome: 0.102423
[BayesOpt Nonlinear] Iteration: 266
[BayesOpt Nonlinear] Parameters: V0=0.255187, R=2.04877, Metric=0.125835, Time=1781ms
- 20:30:12.037022 INFO: Iteration: 162 of 500 | Total samples: 262
- 20:30:12.037047 INFO: Query: [2](0.255187,2.04877)
- 20:30:12.037052 INFO: Query outcome: 0.125835
- 20:30:12.037055 INFO: Best query: [2](0.243081,2.14853)
- 20:30:12.037057 INFO: Best outcome: 0.102423
[BayesOpt Nonlinear] Iteration: 267
[BayesOpt Nonlinear] Parameters: V0=0.223331, R=2.19036, Metric=0.106483, Time=1802ms
- 20:30:13.852631 INFO: Iteration: 163 of 500 | Total samples: 263
- 20:30:13.852657 INFO: Query: [2](0.223331,2.19036)
- 20:30:13.852664 INFO: Query outcome: 0.106483
- 20:30:13.852666 INFO: Best query: [2](0.243081,2.14853)
- 20:30:13.852669 INFO: Best outcome: 0.102423
[BayesOpt Nonlinear] Iteration: 268
[BayesOpt Nonlinear] Parameters: V0=0.232776, R=2.17407, Metric=0.1013, Time=1656ms
- 20:30:15.519781 INFO: Forced random query!
[BayesOpt Nonlinear] Iteration: 269
[BayesOpt Nonlinear] Parameters: V0=1.16664, R=0.0622117, Metric=6.08447, Time=2066ms
- 20:30:17.586433 INFO: Iteration: 164 of 500 | Total samples: 264
- 20:30:17.586444 INFO: Query: [2](1.16664,0.0622117)
- 20:30:17.586449 INFO: Query outcome: 6.08447
- 20:30:17.586451 INFO: Best query: [2](0.243081,2.14853)
- 20:30:17.586454 INFO: Best outcome: 0.102423
[BayesOpt Nonlinear] Iteration: 270
[BayesOpt Nonlinear] Parameters: V0=0.232776, R=2.17409, Metric=0.101296, Time=1843ms
- 20:30:19.441615 INFO: Iteration: 165 of 500 | Total samples: 265
- 20:30:19.441630 INFO: Query: [2](0.232776,2.17409)
- 20:30:19.441637 INFO: Query outcome: 0.101296
- 20:30:19.441640 INFO: Best query: [2](0.232776,2.17409)
- 20:30:19.441644 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 271
[BayesOpt Nonlinear] Parameters: V0=0.373714, R=1.87955, Metric=0.136109, Time=1700ms
- 20:30:21.158882 INFO: Iteration: 166 of 500 | Total samples: 266
- 20:30:21.158894 INFO: Query: [2](0.373714,1.87955)
- 20:30:21.158899 INFO: Query outcome: 0.136109
- 20:30:21.158901 INFO: Best query: [2](0.232776,2.17409)
- 20:30:21.158904 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 272
[BayesOpt Nonlinear] Parameters: V0=0.406868, R=1.85282, Metric=0.138771, Time=1799ms
- 20:30:22.969358 INFO: Iteration: 167 of 500 | Total samples: 267
- 20:30:22.969371 INFO: Query: [2](0.406868,1.85282)
- 20:30:22.969377 INFO: Query outcome: 0.138771
- 20:30:22.969379 INFO: Best query: [2](0.232776,2.17409)
- 20:30:22.969382 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 273
[BayesOpt Nonlinear] Parameters: V0=1.0894, R=1.34654, Metric=0.362602, Time=1949ms
- 20:30:24.931460 INFO: Iteration: 168 of 500 | Total samples: 268
- 20:30:24.931485 INFO: Query: [2](1.0894,1.34654)
- 20:30:24.931494 INFO: Query outcome: 0.362602
- 20:30:24.931497 INFO: Best query: [2](0.232776,2.17409)
- 20:30:24.931501 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 274
[BayesOpt Nonlinear] Parameters: V0=0.877073, R=1.47893, Metric=0.287419, Time=1918ms
- 20:30:26.866630 INFO: Iteration: 169 of 500 | Total samples: 269
- 20:30:26.866658 INFO: Query: [2](0.877073,1.47893)
- 20:30:26.866667 INFO: Query outcome: 0.287419
- 20:30:26.866670 INFO: Best query: [2](0.232776,2.17409)
- 20:30:26.866675 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 275
[BayesOpt Nonlinear] Parameters: V0=1.07959, R=1.60529, Metric=0.197946, Time=1890ms
- 20:30:28.770057 INFO: Iteration: 170 of 500 | Total samples: 270
- 20:30:28.770068 INFO: Query: [2](1.07959,1.60529)
- 20:30:28.770073 INFO: Query outcome: 0.197946
- 20:30:28.770075 INFO: Best query: [2](0.232776,2.17409)
- 20:30:28.770078 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 276
[BayesOpt Nonlinear] Parameters: V0=1.24185, R=1.63281, Metric=0.303516, Time=1968ms
- 20:30:30.751306 INFO: Iteration: 171 of 500 | Total samples: 271
- 20:30:30.751317 INFO: Query: [2](1.24185,1.63281)
- 20:30:30.751325 INFO: Query outcome: 0.303516
- 20:30:30.751328 INFO: Best query: [2](0.232776,2.17409)
- 20:30:30.751333 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 277
[BayesOpt Nonlinear] Parameters: V0=0.858509, R=1.7212, Metric=0.254792, Time=1904ms
- 20:30:32.669085 INFO: Iteration: 172 of 500 | Total samples: 272
- 20:30:32.669096 INFO: Query: [2](0.858509,1.7212)
- 20:30:32.669101 INFO: Query outcome: 0.254792
- 20:30:32.669103 INFO: Best query: [2](0.232776,2.17409)
- 20:30:32.669106 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 278
[BayesOpt Nonlinear] Parameters: V0=0.918985, R=1.54656, Metric=0.242586, Time=1944ms
- 20:30:34.626722 INFO: Iteration: 173 of 500 | Total samples: 273
- 20:30:34.626735 INFO: Query: [2](0.918985,1.54656)
- 20:30:34.626741 INFO: Query outcome: 0.242586
- 20:30:34.626743 INFO: Best query: [2](0.232776,2.17409)
- 20:30:34.626745 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 279
[BayesOpt Nonlinear] Parameters: V0=0.189753, R=2.3788, Metric=0.130083, Time=1690ms
- 20:30:36.330981 INFO: Iteration: 174 of 500 | Total samples: 274
- 20:30:36.330991 INFO: Query: [2](0.189753,2.3788)
- 20:30:36.330996 INFO: Query outcome: 0.130083
- 20:30:36.330998 INFO: Best query: [2](0.232776,2.17409)
- 20:30:36.331000 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 280
[BayesOpt Nonlinear] Parameters: V0=0.305931, R=1.95235, Metric=0.131726, Time=1725ms
- 20:30:38.067387 INFO: Iteration: 175 of 500 | Total samples: 275
- 20:30:38.067399 INFO: Query: [2](0.305931,1.95235)
- 20:30:38.067405 INFO: Query outcome: 0.131726
- 20:30:38.067407 INFO: Best query: [2](0.232776,2.17409)
- 20:30:38.067409 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 281
[BayesOpt Nonlinear] Parameters: V0=0.204256, R=2.24739, Metric=0.113519, Time=1759ms
- 20:30:39.840751 INFO: Iteration: 176 of 500 | Total samples: 276
- 20:30:39.840763 INFO: Query: [2](0.204256,2.24739)
- 20:30:39.840769 INFO: Query outcome: 0.113519
- 20:30:39.840771 INFO: Best query: [2](0.232776,2.17409)
- 20:30:39.840774 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 282
[BayesOpt Nonlinear] Parameters: V0=0.218187, R=2.20638, Metric=0.107484, Time=1754ms
- 20:30:41.608446 INFO: Iteration: 177 of 500 | Total samples: 277
- 20:30:41.608460 INFO: Query: [2](0.218187,2.20638)
- 20:30:41.608467 INFO: Query outcome: 0.107484
- 20:30:41.608470 INFO: Best query: [2](0.232776,2.17409)
- 20:30:41.608474 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 283
[BayesOpt Nonlinear] Parameters: V0=0.23494, R=2.17354, Metric=0.103969, Time=1689ms
- 20:30:43.310947 INFO: Iteration: 178 of 500 | Total samples: 278
- 20:30:43.310958 INFO: Query: [2](0.23494,2.17354)
- 20:30:43.310964 INFO: Query outcome: 0.103969
- 20:30:43.310966 INFO: Best query: [2](0.232776,2.17409)
- 20:30:43.310969 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 284
